airport_2,,inbound_ap,Year,quarter,inbound_passengers,nsmiles,fare,large_ms,fare_lg,lf_ms,fare_low,cluster
CLE,1102,CLE,2012,2,2342,425.67549103330487,207.9502391118702,0.7638770281810419,210.0492015371477,0.4434158838599488,193.81935525192142,0
CLE,1103,CLE,2012,3,2072,418.1616795366795,199.0065395752896,0.7930019305019305,200.82017857142856,0.49573841698841703,188.3164671814672,0
CLE,1104,CLE,2012,4,2224,428.693345323741,207.95008543165468,0.7716771582733812,210.62574190647484,0.44809802158273376,196.22983363309353,0
CLE,1105,CLE,2013,1,1979,431.88883274381,208.23969681657402,0.7688074785245073,213.28022233451236,0.4503789792824659,189.5101061141991,0
CLE,1106,CLE,2013,2,2348,436.06005110732536,215.8467248722317,0.7729514480408859,216.33814310051105,0.45962947189097103,202.4773892674617,0
CLE,1107,CLE,2013,3,2136,435.3520599250936,231.72614232209736,0.761750936329588,234.38783707865164,0.3466151685393259,217.09529962546813,0
CLE,1108,CLE,2013,4,2197,432.54301319981795,218.24867091488397,0.7601319981793354,221.0690304961311,0.4578652708238507,207.03388711879833,0
CLE,1109,CLE,2014,1,1843,432.92023874118286,222.31105263157895,0.7500488334237657,227.12284319045034,0.4770374389582202,207.7638632664135,0
CLE,1110,CLE,2014,2,2347,434.2011077971879,227.16579889220282,0.7786195142735406,232.23347677886662,0.32460161908819773,187.6309629314018,0
CLE,1111,CLE,2014,3,2472,436.5849514563107,220.6822572815534,0.7331998381877023,237.76243932038835,0.3449474110032363,177.72180420711973,0
CLE,1112,CLE,2014,4,2378,436.7014297729184,205.26103027754414,0.7257064760302776,220.7500925147183,0.5101135407905804,164.31559714045417,0
CLE,1113,CLE,2015,1,2096,437.07347328244276,203.0370849236641,0.7023377862595419,219.12656488549618,0.4908015267175573,154.66236641221374,0
CLE,1114,CLE,2015,2,2879,447.80444598819037,186.86953108718305,0.6674956582146578,210.12046196596043,0.5198853768669677,141.57302882945467,0
CLE,1115,CLE,2015,3,2944,454.13620923913044,180.18385190217393,0.673641304347826,193.36479279891307,0.49432065217391313,149.78817934782612,0
CLE,1116,CLE,2015,4,2852,453.42847124824686,178.0360553997195,0.6713394109396915,190.99868162692846,0.48889200561009816,146.714007713885,0
CLE,1117,CLE,2016,1,2245,451.3955456570156,195.06265478841874,0.685993407572383,197.24170601336303,0.49044062360801777,154.5329131403118,0
CLE,1118,CLE,2016,2,2944,456.3953804347826,193.58785326086957,0.6752653192934783,198.35018002717396,0.48074847146739136,159.60297214673915,0
CLE,1119,CLE,2016,3,2969,456.8423711687437,184.89729201751433,0.701146615021893,187.41383294038397,0.39982697878073425,135.4714819804648,0
CLE,1120,CLE,2016,4,2946,461.8004073319756,176.25153767820774,0.7320678207739306,171.6774847250509,0.4630602172437203,150.85712152070604,0
CLE,1121,CLE,2017,1,2541,506.4427390791027,179.37343171979535,0.6859261707988981,176.04151908697364,0.44740692640692636,142.1455293191657,0
CLE,1122,CLE,2017,2,3395,508.47835051546394,181.1019970544919,0.6769545508100148,174.27445360824743,0.4382015022091311,137.29671575846834,0
CLE,1123,CLE,2017,3,3756,496.52129925452607,154.82184238551653,0.6742336528221513,157.2173162939297,0.4770523961661342,127.42284345047923,0
CLE,1124,CLE,2017,4,3439,503.4187263739459,165.1037394591451,0.6775290491421925,158.60931375399826,0.48557132887467286,142.3200494329747,0
CLE,1125,CLE,2018,1,2778,503.877969762419,175.99199784017281,0.6790863930885529,169.02333693304533,0.4583376889848812,150.51785097192223,0
CLE,1126,CLE,2018,2,3529,515.1269481439501,187.746055539813,0.679542731652026,180.7797818078776,0.4501478322470955,162.74249079059223,0
CLE,1127,CLE,2018,3,3520,510.328125,187.840875,0.6652750284090908,191.12707102272728,0.4716349431818182,162.83857102272728,0
CLE,1128,CLE,2018,4,3330,511.2795795795796,189.30744144144145,0.6842692492492494,187.04681381381383,0.4725943543543544,167.85127327327328,0
CLE,1129,CLE,2019,1,2716,511.19734904270985,187.98115243004418,0.6792229381443299,187.45778350515462,0.4579784609720176,163.01024300441824,0
CLE,1130,CLE,2019,2,3368,469.6000593824228,187.88839073634205,0.6897712589073636,191.76404097387174,0.4613936757719715,165.85736638954873,0
CLE,1131,CLE,2019,3,3603,516.857063558146,185.5114099361643,0.6503608936996946,182.81518179295034,0.44125437135720236,162.50164585067998,0
CLE,1132,CLE,2019,4,3315,509.9291101055807,189.7833604826546,0.6615631674208146,193.3875987933635,0.39812431372549023,164.4172790346908,0
CLE,1141,CLE,2022,1,1749,479.74785591766727,156.7644997141224,0.7123453973699256,162.51726129216695,0.4004622069754145,122.38216695254431,0
CLE,1142,CLE,2022,2,3071,526.1094106154347,195.72284923477693,0.6297008791924454,209.068518397916,0.29373940084662975,160.13744382937153,0
CLE,1143,CLE,2022,3,3047,479.533639645553,183.4309845749918,0.6508229077781424,192.36643912044636,0.31213088283557594,145.11304233672462,0
CLE,1144,CLE,2022,4,3034,524.3378378378378,189.1353592617007,0.6571587343441001,195.77768951878707,0.3265114370468029,151.92944297956493,0
CLE,1145,CLE,2023,1,2190,476.93926940639267,181.61558447488585,0.6897851141552511,187.37847488584475,0.42792872146118727,145.12423287671234,0
CLE,1146,CLE,2023,2,3219,481.9139484311898,186.78027337682508,0.6779434296365331,191.1030164647406,0.32105684995340167,143.60682510096302,0
CLE,1147,CLE,2023,3,3122,482.0618193465727,183.0933151825753,0.6845562139654069,186.03650224215247,0.42204023062139656,141.07140614990388,0
CLE,1148,CLE,2023,4,2795,474.4089445438283,192.51883005366727,0.6987684794275492,194.15899105545617,0.4304416815742397,139.83073345259393,0
CLT,1155,CLT,1996,1,327,737.0,270.4988990825688,0.8655963302752294,277.7276146788991,0.07403669724770642,160.9345871559633,0
CLT,1156,CLT,1996,2,470,737.0,245.9180425531915,0.8875531914893616,247.05497872340425,0.22021276595744682,178.16189361702126,0
CLT,1157,CLT,1996,3,444,737.0,245.58432432432434,0.8949774774774775,249.21139639639637,0.05860360360360361,141.73698198198198,0
CLT,1158,CLT,1996,4,470,737.0,251.16889361702127,0.8841702127659573,256.78787234042557,0.019404255319148935,108.50851063829786,0
CLT,1159,CLT,1997,1,383,737.0,276.3481462140992,0.8895039164490862,280.1193472584856,0.06587467362924282,179.21167101827677,0
CLT,1160,CLT,1997,2,570,737.0,248.83122807017543,0.8733684210526316,254.24694736842108,0.06933333333333334,131.79501754385964,0
CLT,1161,CLT,1997,3,578,737.0,231.83785467128027,0.882871972318339,234.08384083044987,0.05619377162629757,136.74304498269896,0
CLT,1162,CLT,1997,4,568,737.0,240.74302816901405,0.8971478873239437,241.2503873239436,0.05901408450704225,165.151338028169,0
CLT,1163,CLT,1998,1,449,737.0,279.7401336302895,0.8865478841870824,285.5983964365256,0.02204899777282851,153.67371937639197,0
CLT,1164,CLT,1998,2,632,737.0,238.2528164556962,0.8961075949367089,240.54044303797468,0.013892405063291138,138.0400316455696,0
CLT,1165,CLT,1998,3,639,737.0,224.03553990610328,0.8925352112676055,229.40830985915494,0.012629107981220657,109.89882629107983,0
CLT,1166,CLT,1998,4,563,737.0,229.36559502664298,0.8798756660746003,235.89591474245114,0.0755772646536412,143.10465364120782,0
CLT,1167,CLT,1999,1,463,737.0,282.0936717062635,0.8802807775377971,285.65857451403883,0.02257019438444924,191.43604751619873,0
CLT,1168,CLT,1999,2,714,737.0,232.07385154061626,0.8781652661064425,237.6651120448179,0.040266106442577033,135.75298319327732,0
CLT,1169,CLT,1999,3,739,737.0,220.871150202977,0.8947225981055481,224.4019350473613,0.03311231393775372,126.55189445196211,0
CLT,1170,CLT,1999,4,667,737.0,228.8886656671664,0.9038380809595202,230.40409295352325,0.013778110944527735,130.59680659670167,0
CLT,1171,CLT,2000,1,492,737.0,275.45276422764226,0.882520325203252,282.96186991869916,0.022703252032520323,158.572581300813,0
CLT,1172,CLT,2000,2,729,737.0,246.76426611796978,0.8806035665294925,251.91471879286695,0.02165980795610425,140.60360768175582,0
CLT,1173,CLT,2000,3,667,737.0,247.1647376311844,0.8753223388305847,255.1320689655172,0.04545727136431784,130.8829835082459,0
CLT,1174,CLT,2000,4,593,737.0,256.3689713322091,0.8960876897133221,260.2897807757167,0.031989881956155146,151.2061720067454,0
CLT,1175,CLT,2001,1,430,737.0,303.62090697674415,0.8955581395348838,308.9299069767442,0.01086046511627907,138.4923488372093,0
CLT,1176,CLT,2001,2,582,737.0,257.389381443299,0.893213058419244,262.88072164948454,0.01443298969072165,131.34512027491408,0
CLT,1177,CLT,2001,3,503,737.0,230.83399602385686,0.8598807157057654,241.07747514910537,0.0541351888667992,134.44916500994034,0
CLT,1178,CLT,2001,4,457,737.0,228.48505470459517,0.8815754923413567,235.03603938730853,0.015908096280087526,107.84663019693654,0
CLT,1179,CLT,2002,1,406,737.0,271.5047536945813,0.8765763546798029,279.35812807881774,0.018448275862068965,123.93987684729063,0
CLT,1180,CLT,2002,2,597,737.0,226.62226130653264,0.8994137353433836,230.72005025125628,0.01,120.88107202680067,0
CLT,1181,CLT,2002,3,602,737.0,220.30740863787375,0.8409302325581396,233.22853820598004,0.04079734219269104,113.60086378737542,0
CLT,1182,CLT,2002,4,531,737.0,216.6864406779661,0.8374952919020715,228.35732580037663,0.05634651600753295,123.08677966101695,0
CLT,1183,CLT,2003,1,379,737.0,271.2053562005278,0.84622691292876,278.1819525065963,0.1712137203166227,187.8681794195251,0
CLT,1184,CLT,2003,2,544,737.0,260.19573529411764,0.8412132352941176,268.3896691176471,0.036838235294117644,157.15170955882354,0
CLT,1185,CLT,2003,3,534,737.0,253.67970037453182,0.7971161048689139,270.03906367041196,0.07771535580524344,158.99172284644192,0
CLT,1186,CLT,2003,4,556,737.0,242.00487410071946,0.7853597122302157,258.7926258992806,0.07908273381294964,146.23982014388488,0
CLT,1187,CLT,2004,1,444,737.0,311.2063963963964,0.8241441441441442,324.7877927927928,0.05351351351351351,171.09747747747747,0
CLT,1188,CLT,2004,2,659,737.0,279.7221396054628,0.7821092564491655,290.9965250379363,0.04267071320182094,158.0980273141123,0
CLT,1189,CLT,2004,3,674,737.0,259.1459347181009,0.7898813056379822,272.66762611275965,0.09798219584569731,221.87940652818986,0
CLT,1190,CLT,2004,4,626,737.0,253.51124600638974,0.7647923322683707,265.10638977635784,0.2585782747603834,224.2988019169329,0
CLT,1191,CLT,2005,1,517,737.0,246.7047001934236,0.6956286266924565,267.6714700193424,0.10820116054158607,222.28874274661507,0
CLT,1192,CLT,2005,2,821,737.0,216.70205846528626,0.6997076735688186,229.45416565164433,0.1294275274056029,182.95887941534713,0
CLT,1193,CLT,2005,3,1009,737.0,179.986432111001,0.7472745292368682,188.08101090188305,0.10890981169474727,146.8192864222002,0
CLT,1194,CLT,2005,4,941,737.0,180.77588735387886,0.7693092454835282,187.3502337938363,0.1767268862911796,161.68192348565353,0
CLT,1195,CLT,2006,1,808,737.0,182.76378712871286,0.7215099009900989,193.15863861386137,0.10965346534653464,142.54403465346533,0
CLT,1196,CLT,2006,2,1175,737.0,195.58841702127657,0.714331914893617,202.50885106382978,0.12764255319148937,175.68217021276598,0
CLT,1197,CLT,2006,3,1168,737.0,196.28042808219178,0.632679794520548,214.05493150684933,0.13929794520547945,171.38772260273973,0
CLT,1198,CLT,2006,4,1125,737.0,180.73615999999998,0.68256,194.5716,0.11647999999999999,145.78824,0
CLT,1199,CLT,2007,1,852,737.0,198.59394366197185,0.6714788732394367,224.20626760563383,0.04190140845070422,94.83563380281689,0
CLT,1200,CLT,2007,2,1188,737.0,202.2080723905724,0.6962037037037038,223.63508417508416,0.08146464646464648,119.80678451178453,0
CLT,1201,CLT,2007,3,1276,737.0,187.63721003134796,0.6581974921630094,211.01090909090908,0.12266457680250782,103.84413793103448,0
CLT,1202,CLT,2007,4,1177,737.0,197.38196261682245,0.6977994902293967,215.3073322005098,0.08440101954120646,102.27531860662702,0
CLT,1203,CLT,2008,1,857,737.0,219.2791715285881,0.6660210035005834,248.80355892648774,0.20767794632438738,145.3290315052509,0
CLT,1204,CLT,2008,2,1155,737.0,230.03473593073593,0.643974025974026,257.9337489177489,0.13817316017316017,172.45365367965368,0
CLT,1205,CLT,2008,3,1204,737.0,210.00347176079734,0.6188870431893687,238.51757475083053,0.13674418604651165,159.64239202657805,0
CLT,1206,CLT,2008,4,1116,737.0,182.85144265232978,0.6425896057347671,200.62486559139785,0.10335125448028674,140.419041218638,0
CLT,1207,CLT,2009,1,758,737.0,188.6063060686016,0.5915699208443271,223.46959102902372,0.15274406332453827,123.07902374670184,0
CLT,1208,CLT,2009,2,1202,737.0,157.37317803660565,0.6136106489184693,171.71787021630612,0.19252911813643925,123.8753078202995,0
CLT,1209,CLT,2009,3,1278,737.0,156.96489827856024,0.6372613458528951,168.06417840375585,0.227793427230047,124.92910015649453,0
CLT,1210,CLT,2009,4,1118,737.0,174.17862254025044,0.6785867620751341,182.64116279069768,0.19141323792486584,150.15840787119856,0
CLT,1211,CLT,2010,1,861,737.0,195.570081300813,0.6386991869918699,217.56219512195122,0.1586991869918699,139.85439024390246,0
CLT,1212,CLT,2010,2,1448,737.0,159.6821892265193,0.5881975138121547,176.74692679558012,0.2980870165745857,127.69031077348066,0
CLT,1213,CLT,2010,3,1891,737.0,123.17288736118456,0.6276308831306188,133.28780010576415,0.2803754627181385,101.44465362242201,0
CLT,1214,CLT,2010,4,1643,737.0,128.93581862446743,0.6143396226415094,140.48911138161898,0.24665246500304322,106.4110407790627,0
CLT,1215,CLT,2011,1,1114,737.0,151.72129263913823,0.6236175942549372,170.86673249551166,0.23436265709156193,110.78903949730699,0
CLT,1216,CLT,2011,2,1625,737.0,155.27568615384615,0.6130953846153846,169.39392615384617,0.21940923076923077,130.1892923076923,0
CLT,1217,CLT,2011,3,1702,737.0,146.9293243243243,0.6366803760282022,158.29619271445358,0.18918331374853115,122.60337250293772,0
CLT,1218,CLT,2011,4,1538,737.0,150.4076657997399,0.6849544863459036,157.30512353706112,0.1898374512353706,128.1568855656697,0
CLT,1219,CLT,2012,1,1141,737.0,151.39904469763368,0.6655828220858895,164.3469412795793,0.24123575810692374,118.31177914110428,0
CLT,1220,CLT,2012,2,1703,737.0,167.08024662360538,0.721397533763946,175.43910158543744,0.20025836758661184,139.6725778038755,0
CLT,1221,CLT,2012,3,1707,737.0,159.29919156414763,0.734446397188049,166.67731107205623,0.1850615114235501,131.98031634446397,0
CLT,1222,CLT,2012,4,1578,737.0,151.77471482889732,0.7350253485424587,155.81687579214193,0.19008871989860582,137.17938529784539,0
CLT,1223,CLT,2013,1,1301,737.0,144.83267486548812,0.7122136817832437,153.11805534204456,0.21330514988470411,118.41336664104533,0
CLT,1224,CLT,2013,2,1811,737.0,148.8706129210381,0.7514246272777471,153.60448923246824,0.1782330204307013,130.8764053009387,0
CLT,1225,CLT,2013,3,1933,737.0,144.2062027935851,0.7622710812209,147.06643041903777,0.14550439730988102,131.06562338334197,0
CLT,1226,CLT,2013,4,1727,737.0,151.5644585987261,0.73994209612044,156.83057903879558,0.15387376954255935,134.06011580775913,0
CLT,1227,CLT,2014,1,1247,737.0,149.4758941459503,0.7221251002405774,158.65328789093823,0.1873616680032077,112.04357658380113,0
CLT,1228,CLT,2014,2,1795,737.0,164.20288022284123,0.7793203342618386,167.16507520891363,0.15150974930362118,142.89405013927578,0
CLT,1229,CLT,2014,3,1881,737.0,161.20469431153643,0.7766985645933014,163.11702817650186,0.1501063264221159,144.32411483253588,0
CLT,1230,CLT,2014,4,1719,737.0,162.64216404886562,0.7786852821407795,164.91864456079117,0.14646887725421756,144.6822105875509,0
CLT,1231,CLT,2015,1,1227,737.0,168.7356316218419,0.7031295843520783,174.85560717196415,0.18418907905460472,137.3855827220864,0
CLT,1232,CLT,2015,2,1814,737.0,176.35143329658214,0.6934013230429988,178.32511576626237,0.15105843439911795,162.4837045203969,0
CLT,1233,CLT,2015,3,1921,737.0,169.76993753253512,0.7682352941176471,173.8656012493493,0.13480999479437794,151.41296720458095,0
CLT,1234,CLT,2015,4,1736,737.0,166.30938940092165,0.7581336405529954,170.68527649769587,0.14578341013824883,150.87935483870967,0
CLT,1235,CLT,2016,1,1286,737.0,166.96786936236393,0.7637503110419906,172.96970451010884,0.1685286936236392,140.0319206842924,0
CLT,1236,CLT,2016,2,1823,737.0,174.92160724081185,0.7875458036204058,177.15075150850248,0.14198233680746022,166.9130170049369,0
CLT,1237,CLT,2016,3,1849,737.0,179.64134126554893,0.7989499729583558,183.24580313683072,0.1322947539210384,166.84248783126014,0
CLT,1238,CLT,2016,4,1719,737.0,178.96643397324024,0.8106612565445027,181.022414194299,0.2907961023851076,167.11888888888888,0
CLT,1239,CLT,2017,1,1260,737.0,173.13293650793648,0.785018253968254,177.4547619047619,0.16918238095238097,150.79496825396822,0
CLT,1240,CLT,2017,2,1850,737.0,187.71162162162162,0.8358257297297298,187.4472108108108,0.6771893513513514,180.17957837837835,0
CLT,1241,CLT,2017,3,1783,737.0,195.57929893438026,0.8187226023555804,195.98627593942794,0.6437452607964105,190.55311833987662,0
CLT,1242,CLT,2017,4,1702,737.0,190.710223266745,0.8273582843713277,192.2673560517039,0.12750834312573445,178.03036427732084,0
CLT,1243,CLT,2018,1,1262,737.0,185.5423851030111,0.7571564976228209,192.22278129952457,0.17860689381933437,151.84800316957208,0
CLT,1244,CLT,2018,2,1732,737.0,209.52008660508082,0.7917532332563509,214.15917436489607,0.15172540415704386,179.984584295612,0
CLT,1245,CLT,2018,3,1773,737.0,193.90753525098705,0.7944446700507615,201.38174844895656,0.15770614777213762,156.17978003384096,0
CLT,1246,CLT,2018,4,1752,737.0,201.94410388127855,0.7657001712328767,206.98255136986305,0.19184920091324204,161.9017123287671,0
CLT,1247,CLT,2019,1,1316,737.0,182.7804179331307,0.7440556990881457,191.2282902735562,0.21400927051671734,152.44724924012158,0
CLT,1248,CLT,2019,2,1798,737.0,202.6222914349277,0.735502169076752,210.2378921023359,0.2190606229143493,163.83987208008898,0
CLT,1249,CLT,2019,3,1844,737.0,199.1814913232104,0.7000687635574837,214.99917028199565,0.2497281453362256,155.54160520607377,0
CLT,1250,CLT,2019,4,1815,737.0,198.23151515151517,0.7095002754820936,209.68608815427,0.23613774104683194,153.69865013774103,0
CLT,1259,CLT,2022,1,1025,737.0,149.97961951219514,0.733382243902439,152.39436097560974,0.15286956097560978,132.9347219512195,0
CLT,1260,CLT,2022,2,1825,737.0,188.67326575342466,0.6568477808219179,196.2884876712329,0.14032339726027396,165.8623890410959,0
CLT,1261,CLT,2022,3,1775,737.0,205.87901408450705,0.5957991549295775,227.79074929577462,0.19225273239436616,166.80793239436616,0
CLT,1262,CLT,2022,4,1549,737.0,245.27210458360233,0.4939148482892189,305.411555842479,0.2594089089735313,191.36566817301483,0
CLT,1263,CLT,2023,1,1172,737.0,204.33735494880546,0.5123053754266212,232.5193003412969,0.2347820819112628,166.4978412969283,0
CLT,1264,CLT,2023,2,1701,737.0,235.5595590828924,0.579779541446208,256.1487242798354,0.17238912404467963,208.39847736625515,0
CLT,1265,CLT,2023,3,1838,737.0,201.40125136017411,0.566874972796518,227.28101741022851,0.09742905331882482,112.50897170837867,0
CLT,1266,CLT,2023,4,1799,737.0,215.3490939410784,0.5530580322401334,245.61891606448023,0.10130455808782658,124.16902723735407,0
CMH,1273,CMH,1996,1,1013,397.8756169792695,116.82398815399803,0.623405725567621,113.41936821322805,0.43877591312931885,110.47013820335637,0
CMH,1274,CMH,1996,2,1786,409.8320268756999,108.3114613661814,0.5752407614781634,106.09866181410976,0.44260918253079506,98.67703807390818,0
CMH,1275,CMH,1996,3,1651,428.7244094488189,114.65299818291943,0.558976377952756,110.59941247728649,0.42450030284675955,102.79463961235614,0
CMH,1276,CMH,1996,4,1474,432.7598371777476,123.20845997286297,0.5849864314789688,121.72959972862958,0.4336363636363636,108.36965400271372,0
CMH,1277,CMH,1997,1,1164,406.82474226804123,131.22884020618557,0.5894587628865979,129.08408934707901,0.4040893470790378,110.52251718213057,0
CMH,1278,CMH,1997,2,1818,396.66446644664467,117.25669416941693,0.6304400440044003,113.58123212321232,0.4846644664466446,105.59481298129813,0
CMH,1279,CMH,1997,3,1756,400.41457858769934,119.39509681093394,0.6480637813211845,114.22005694760819,0.448997722095672,106.64764236902049,0
CMH,1280,CMH,1997,4,1439,398.5545517720639,121.4562404447533,0.6561917998610146,112.8843641417651,0.3812508686587908,106.97018763029882,0
CMH,1281,CMH,1998,1,1310,387.64580152671755,139.15752671755726,0.6586870229007633,137.85121374045798,0.34830534351145037,131.59897709923663,0
CMH,1282,CMH,1998,2,1646,396.3159173754556,133.53092952612394,0.6756561360874849,133.5426974483597,0.34948967193195624,121.8804617253949,0
CMH,1283,CMH,1998,3,1793,402.86447295036254,119.46208031232571,0.6774790853318461,116.253368655884,0.5169604015616286,110.2597824874512,0
CMH,1284,CMH,1998,4,1742,395.9219288174512,117.44471297359357,0.6773019517795636,114.4160677382319,0.3419862227324914,109.45769804822044,0
CMH,1285,CMH,1999,1,1408,381.7556818181818,127.89630681818181,0.7215411931818182,135.98368607954546,0.19093039772727274,108.51686789772727,0
CMH,1286,CMH,1999,2,1801,404.2998334258745,136.1314991671294,0.7232648528595225,140.23938922820653,0.15515269294836204,112.69826762909496,0
CMH,1287,CMH,1999,3,1903,414.944823962165,125.73232790331056,0.7158959537572254,124.83535470310036,0.7060115606936416,124.60801366263793,0
CMH,1288,CMH,1999,4,1727,411.13144180660106,122.48308627678055,0.7261146496815286,120.54701215981471,0.7177764910248986,120.23294151708166,0
CMH,1289,CMH,2000,1,1404,385.4301994301994,136.66059829059827,0.7018447293447293,133.57561965811965,0.4393447293447293,130.8447792022792,0
CMH,1290,CMH,2000,2,1689,397.6317347542925,139.71329780935463,0.6782474837181764,135.8682119597395,0.6478744819419775,135.4481645944346,0
CMH,1291,CMH,2000,3,1456,417.9120879120879,147.90985576923077,0.6613324175824175,141.2584752747253,0.6397046703296703,138.87038461538464,0
CMH,1292,CMH,2000,4,1237,404.7340339531124,149.98806790622476,0.6789409862570736,140.83074373484234,0.6607194826192402,140.33876313662086,0
CMH,1293,CMH,2001,1,1203,374.6367414796342,144.03969243557773,0.7124854530340815,142.06801330008312,0.6893183707398172,136.5755860349127,0
CMH,1294,CMH,2001,2,1383,390.76789587852494,129.51990600144612,0.7389154013015183,128.8158568329718,0.647230657989877,121.21916124367318,0
CMH,1295,CMH,2001,3,1569,409.7896749521989,120.79943275971956,0.6074251115360102,122.51137029955386,0.36695347355003194,100.02023581899299,0
CMH,1296,CMH,2001,4,1282,417.2854914196568,120.6334321372855,0.59201248049922,117.26738689547582,0.18089703588143527,98.47149765990639,0
CMH,1297,CMH,2002,1,1248,391.09615384615387,122.654375,0.5988782051282052,116.72744391025641,0.4475641025641026,104.38238782051282,0
CMH,1298,CMH,2002,2,1691,392.83264340626846,115.05125369603786,0.6416794795978711,109.88296865759905,0.4389000591366055,108.39485511531639,0
CMH,1299,CMH,2002,3,1551,406.2308188265635,116.181334622824,0.646969696969697,113.86588652482271,0.35956157317859444,103.75517085751129,0
CMH,1300,CMH,2002,4,1733,386.3173687247548,116.82575302942874,0.653796884016157,116.69720138488172,0.49976341604154645,105.48300057703403,0
CMH,1301,CMH,2003,1,1377,374.1931735657226,125.46018881626726,0.6423529411764706,128.22266521423384,0.42880174291939,110.39733478576616,0
CMH,1302,CMH,2003,2,1583,385.5312697409981,135.31663297536323,0.6043335439039799,137.88023373341755,0.4575742261528743,117.97439671509791,0
CMH,1303,CMH,2003,3,1518,374.635046113307,130.88979578392625,0.7171936758893281,129.21667325428197,0.6463241106719367,125.16991436100133,0
CMH,1304,CMH,2003,4,1552,365.1546391752577,128.5690012886598,0.7463079896907217,124.65467783505154,0.6861920103092783,120.82813144329896,0
CMH,1305,CMH,2004,1,1246,361.1556982343499,131.91412520064205,0.7208266452648475,127.11853130016051,0.6496789727126806,123.92504815409309,0
CMH,1306,CMH,2004,2,1541,366.7644386761843,129.724853990915,0.6991109669046075,125.725126541207,0.6401752109020117,118.12825438027257,0
CMH,1307,CMH,2004,3,1561,371.80781550288276,124.40860986547086,0.6982126841768096,121.81446508648301,0.6825304292120434,121.01080717488789,0
CMH,1308,CMH,2004,4,1510,375.96291390728476,120.28133112582782,0.7031854304635762,118.57235761589405,0.6882450331125828,118.0332582781457,0
CMH,1309,CMH,2005,1,1276,366.09404388714734,106.97615203761757,0.6644278996865204,106.5185971786834,0.563346394984326,98.384263322884,0
CMH,1310,CMH,2005,2,2205,391.2716553287982,130.8058820861678,0.7243673469387755,132.09573696145122,0.524843537414966,104.79451247165534,0
CMH,1311,CMH,2005,3,2146,393.618825722274,131.93553122087604,0.7331873252562908,130.03129077353213,0.5881640260950606,111.86061509785648,0
CMH,1312,CMH,2005,4,1669,368.7573397243859,118.40926902336729,0.7123906530856801,118.19740563211504,0.698382264829239,113.87016776512881,0
CMH,1313,CMH,2006,1,1530,351.30980392156863,122.65991503267973,0.7418300653594773,118.61629411764706,0.7201503267973856,116.14930718954247,0
CMH,1314,CMH,2006,2,2008,371.3784860557769,132.12229581673307,0.6894621513944224,127.22558266932272,0.6695318725099602,121.98706175298805,0
CMH,1315,CMH,2006,3,1953,372.62058371735793,124.24355350742447,0.6854736303123399,120.38818228366615,0.6612032770097286,118.2351510496672,0
CMH,1316,CMH,2006,4,2051,384.8932228181375,110.23737201365189,0.6439346660165773,109.47444173573867,0.6255143832276938,101.93931740614333,0
CMH,1317,CMH,2007,1,1732,381.0069284064665,107.60631639722862,0.6685219399538107,98.2639491916859,0.6528060046189377,97.47896073903001,0
CMH,1318,CMH,2007,2,2215,395.5503386004515,113.68285778781038,0.6494627539503386,105.27518284424379,0.6262121896162528,103.58619864559819,0
CMH,1319,CMH,2007,3,2124,393.01318267419964,117.7866713747646,0.6554613935969869,112.15711864406778,0.6070103578154425,108.55391713747647,0
CMH,1320,CMH,2007,4,1955,376.41329923273656,118.83144245524296,0.6786240409207162,113.21508951406649,0.6702659846547315,112.17341176470588,0
CMH,1321,CMH,2008,1,1522,352.05256241787123,118.4328449408673,0.6894086727989487,117.38387647831799,0.6623061760840998,114.2112023653088,0
CMH,1322,CMH,2008,2,1967,374.34875444839855,130.93556176919165,0.6916471784443314,128.7791916624301,0.6604524656837824,121.67846975088968,0
CMH,1323,CMH,2008,3,1847,379.6253383865728,134.39901461829993,0.6806821873308068,133.7116134271792,0.6660747157552789,129.88829994585814,0
CMH,1324,CMH,2008,4,1679,374.47051816557473,127.7564681357951,0.6727695056581298,127.36715902322813,0.6356938653960691,123.26176891006553,0
CMH,1325,CMH,2009,1,1322,368.59909228441757,118.25820726172464,0.6916717095310136,116.87055219364599,0.6551664145234494,110.23521180030258,0
CMH,1326,CMH,2009,2,1593,379.35467671060894,115.68706214689264,0.6597489014438167,112.39914626490899,0.6397551789077213,110.1830006277464,0
CMH,1327,CMH,2009,3,1645,385.2936170212766,121.16745896656536,0.6545531914893618,122.2902857142857,0.6213313069908815,117.1125714285714,0
CMH,1328,CMH,2009,4,1478,372.34100135318,128.02723274695538,0.6824560216508796,124.23378213802435,0.6664343707713126,123.30302435723951,0
CMH,1329,CMH,2010,1,1228,363.2312703583062,136.56552117263843,0.6852117263843649,135.50735342019544,0.6498534201954398,133.9480374592834,0
CMH,1330,CMH,2010,2,1523,369.63361785948786,150.52403808273144,0.6854760341431385,151.53221273801708,0.6182862770847012,144.4200328299409,0
CMH,1331,CMH,2010,3,1668,390.0431654676259,148.19745203836933,0.6628597122302158,150.42425659472423,0.6245743405275779,142.8646402877698,0
CMH,1332,CMH,2010,4,1549,375.7262750161394,146.11804389928986,0.6586830213040671,145.21311168495805,0.6062556488056811,140.06485474499678,0
